id,id_objecta,id_spr_etap_rabot,id_otvetstvennogo,id_avtor,data_nachala_rabot,data_okonchaniya_rabot,document_number,srok_dney,comment,status
5000,1110223,10,14,14,2012-07-24,2012-05-04,,,," ? ??????"
5001,1110281,12,13,13,2012-06-20,2012-06-01,2993-??,,," ? ??????"
5002,1110291,12,13,13,2012-06-20,2012-06-01,2993-??,,," ? ??????"
5003,1110491,44,20,20,2012-10-11,2012-10-11,,,," ? ??????"
5004,1110881,44,20,20,2012-10-11,2012-10-11,,,," ? ??????"
5005,1110901,10,14,14,2012-06-08,2012-06-07,,,," ? ??????"
5006,1110981,11,14,14,2012-07-20,2011-10-18,,,," ? ??????"
5007,1110991,49,14,14,2012-11-23,2012-11-23,,,," ? ??????"
5008,1111071,78,14,14,2012-06-07,2011-11-15,,,," ? ??????"
5009,1111151,78,14,14,2012-06-07,2012-01-31,,,," ? ??????"
5010,1111161,78,14,14,2012-06-07,2012-01-31,,,," ? ??????"
5011,1111171,78,14,14,2012-06-07,2012-01-31,,,," ? ??????"
5012,1111231,78,14,14,2012-06-07,2011-10-03,,,," ? ??????"
5013,1111611,57,21,21,2013-12-09,2013-12-09,,,," ? ??????"
5014,1111651,11,14,14,2012-07-20,2011-09-20,,,," ? ??????"
5015,1111652,11,14,14,2012-07-20,2011-11-14,,,????????," ? ??????"
5016,1111653,83,3,3,2012-11-23,2012-11-23,,,," ? ??????"
5017,1111741,11,14,14,2012-07-20,2011-10-27,,,," ? ??????"
5018,1111901,78,14,14,2012-06-07,2012-03-23,,,," ? ??????"
5019,1111931,21,6,6,2013-04-17,2013-04-17,,,," ? ??????"
5020,1111981,78,14,14,2012-06-07,2012-04-30,,,," ? ??????"
5021,1111982,78,14,14,2012-06-07,2012-04-30,,,," ? ??????"
5022,1111991,19,13,13,2012-06-26,2012-06-07,7841/101//12-1255,,," ? ??????"
5023,1112021,19,13,13,2012-06-26,2012-06-07,7841/101/12-1257,,," ? ??????"
5024,1112031,19,13,13,2012-06-26,2012-06-07,7841/101/12-1256,,," ? ??????"
5025,1112071,78,14,14,2012-06-07,2012-02-29,,,," ? ??????"
5026,1112191,49,20,20,2013-09-05,2013-09-05,,,," ? ??????"
5027,1112201,78,14,14,2012-06-07,2012-02-15,,,," ? ??????"
5028,1112211,78,14,14,2012-06-07,2012-01-31,,,," ? ??????"
5029,1112221,10,14,14,2012-07-24,2012-06-13,,,," ? ??????"
5030,1112301,78,14,14,2012-06-07,2012-02-29,,,," ? ??????"
5031,1112311,11,14,14,2012-07-20,2012-01-20,,,," ? ??????"
5032,1112401,11,14,14,2012-07-20,2011-10-31,,,," ? ??????"
5033,1112411,11,14,14,2012-07-20,2011-11-08,,,," ? ??????"
5034,1112421,78,14,14,2012-06-07,2012-02-15,,,," ? ??????"
5035,1112431,78,14,14,2012-06-07,2012-02-29,,,," ? ??????"
5036,1112441,10,13,13,2012-06-20,2012-06-18,,,," ? ??????"
5037,1112461,78,14,14,2012-06-07,2012-02-15,,,," ? ??????"
5038,1112471,78,14,14,2012-06-07,2012-02-29,,,," ? ??????"
5039,1112481,78,14,14,2012-06-07,2012-02-29,,,," ? ??????"
5040,1112491,78,14,14,2012-06-07,2012-02-20,,,," ? ??????"
5041,1112501,78,14,14,2012-06-07,2012-02-29,,,," ? ??????"
5042,1112511,78,14,14,2012-06-07,2012-02-29,,,," ? ??????"
5043,1112531,78,14,14,2012-06-07,2012-02-29,,,," ? ??????"
5044,1112541,78,14,14,2012-06-07,2012-02-29,,,," ? ??????"
5045,1112551,78,14,14,2012-06-07,2012-02-29,,,," ? ??????"
5046,1112561,78,14,14,2012-06-07,2012-02-29,,,," ? ??????"
5047,1112571,11,14,14,2012-07-20,2011-10-03,,,," ? ??????"
5048,1112601,78,14,14,2012-06-07,2012-02-29,,,," ? ??????"
5049,1112611,78,14,14,2012-06-07,2012-03-23,,,," ? ??????"
5050,1112621,78,14,14,2012-06-07,2012-03-23,,,," ? ??????"
5051,1112631,78,14,14,2012-06-07,2012-02-29,,,," ? ??????"
5052,1112731,49,14,14,2012-06-09,0000-00-00,,,," ? ??????"
5053,1112741,10,14,14,2012-07-24,2012-01-13,,,," ? ??????"
5054,1112791,19,20,20,2013-09-20,2011-11-28,,,," ? ??????"
5055,1112801,83,4,4,2012-11-23,2012-11-23,,,," ? ??????"
5056,1112831,10,14,14,2012-07-24,2012-01-26,,,," ? ??????"
5057,1112841,10,14,14,2012-07-24,2012-02-06,,,," ? ??????"
5058,1112851,10,14,14,2012-07-24,2012-02-02,,,," ? ??????"
5059,1112871,10,14,14,2012-07-24,2012-02-08,,,," ? ??????"
5060,1112881,10,14,14,2012-07-24,2012-02-22,,,," ? ??????"
5061,1112891,78,14,14,2012-06-07,2012-02-07,,,," ? ??????"
5062,1112941,47,14,14,2012-07-03,0000-00-00,,,," ? ??????"
5063,1112951,78,14,14,2012-06-07,2012-05-11,,,," ? ??????"
5064,1112961,8,6,6,2012-06-13,2012-06-13,,,," ? ??????"
5065,1113001,8,6,6,2012-06-09,2012-06-09,,,," ? ??????"
5066,1113011,19,13,13,2012-06-26,2012-06-25,7841/101/12-1466,,," ? ??????"
5067,1113021,10,14,14,2012-07-24,2012-02-27,,,," ? ??????"
5068,1113031,10,14,14,2012-07-24,2012-02-27,,,," ? ??????"
5069,1113051,78,14,14,2012-06-07,2012-02-14,,,," ? ??????"
5070,1113101,10,20,20,2012-08-29,2012-08-08,,,," ? ??????"
5071,1115001,78,14,14,2012-06-05,2012-06-05,,,," ? ??????"
5072,1115021,78,14,14,2012-06-07,2011-09-16,,,," ? ??????"
5073,1115031,78,14,14,2012-06-07,2011-09-16,,,," ? ??????"
5074,1115041,78,14,14,2012-06-07,2011-12-13,,,," ? ??????"
5075,1120041,78,14,14,2012-06-07,2012-03-16,,,," ? ??????"
5076,1120051,78,14,14,2012-06-07,2012-05-23,,,," ? ??????"
5077,1120071,12,20,20,2012-09-27,2012-09-12,6027-??,,," ? ??????"
5078,1120072,10,14,14,2012-07-24,2012-04-18,,,," ? ??????"
5079,1120073,10,14,14,2012-07-24,2012-04-18,,,," ? ??????"
5080,1120074,10,14,14,2012-07-24,2012-04-18,,,," ? ??????"
5081,1120075,10,14,14,2012-07-24,2012-04-18,,,," ? ??????"
5082,1120076,10,14,14,2012-07-24,2012-04-18,,,," ? ??????"
5083,1120077,10,14,14,2012-07-24,2012-04-18,,,," ? ??????"
5084,1120078,10,14,14,2012-07-24,2012-04-18,,,," ? ??????"
5085,1120079,10,14,14,2012-07-24,2012-04-18,,,," ? ??????"
5086,1120081,67,20,20,2012-09-06,2012-09-06,265,,," ? ??????"
5087,1120122,10,14,14,2012-07-24,2012-04-06,,,," ? ??????"
5088,1120123,10,14,14,2012-07-24,2012-04-06,,,," ? ??????"
5089,1120161,21,6,6,2012-09-13,2012-09-13,,,"13.09.12 ????????????? ?????????. ?-?? ?????? 6 ???. ??????????? ???????? &quot;????? ?????????? ??&quot; ??? ?????????? ?? ???????????????? ???????????? ??????."," ? ??????"
5090,1120271,49,20,20,2013-09-05,2013-09-05,,,," ? ??????"
5091,1120311,21,20,20,2012-08-27,2012-08-27,,,"??????? ?31 ?????? ? ????????? ?? ????? ???? ??? ?90"," ? ??????"
5092,1120321,49,14,14,2013-02-25,2013-02-25,,,," ? ??????"
5093,1120331,10,14,14,2012-07-24,2012-02-15,,,," ? ??????"
5094,1120345,4,14,14,2012-06-06,2012-06-01,59871,,," ? ??????"
5095,1120346,4,14,14,2012-06-06,2012-06-01,59870,,," ? ??????"
5096,1120347,4,14,14,2012-06-06,2012-05-31,59863,,," ? ??????"
5097,1120348,4,14,14,2012-06-06,2012-05-31,59860,,," ? ??????"
5098,1120349,4,14,14,2012-06-06,2012-05-31,59858,,," ? ??????"
5099,1120431,78,14,14,2012-06-07,2012-04-02,,,," ? ??????"
5100,1120441,4,14,14,2012-07-10,2012-04-10,11_59533,,," ? ??????"
5101,1120461,9,14,14,2012-06-18,0000-00-00,190,,," ? ??????"
5102,1120481,44,20,20,2013-03-25,2013-03-25,,,," ? ??????"
5103,1120491,44,21,21,2013-11-28,2013-11-28,308,,". ????.??? ???????? 28.11.2013"," ? ??????"
5104,1120541,49,14,14,2012-07-23,2012-07-23,,,," ? ??????"
5105,1120551,21,13,13,2012-06-26,2012-06-25,,,"???????? ????? ?? ??????? ??????????? ? ????"," ? ??????"
5106,1120631,69,13,13,2012-06-20,2012-06-20,192,,," ? ??????"
5107,1120632,68,14,14,2012-07-24,2012-07-20,32028301,,," ? ??????"
5108,1120641,57,14,14,2012-06-18,2012-06-18,,,"???????????? ?? 18.06.2012. ????.??? ???????? 18.06.2012"," ? ??????"
5109,1120642,11,16,16,2012-07-25,2012-07-25,,,," ? ??????"
5110,1120643,11,16,16,2012-07-25,2012-07-25,,,," ? ??????"
5111,1120651,57,14,14,2012-06-18,2012-06-18,,,"???????????? ?? 18.06.2012. ????.??? ???????? 18.06.2012"," ? ??????"
5112,1120652,11,16,16,2012-07-25,2012-07-25,,,," ? ??????"
5113,1120653,11,16,16,2012-07-25,2012-07-25,,,," ? ??????"
5114,1120654,11,16,16,2012-07-25,2012-07-25,,,," ? ??????"
5115,1120661,4,20,20,2012-09-06,2012-09-03,13_56623,,," ? ??????"
5116,1120671,78,14,14,2012-06-07,2012-05-03,,,," ? ??????"
5117,1120761,78,14,14,2012-06-07,2012-06-01,,,," ? ??????"
5118,1120771,2,13,13,2012-06-26,2012-06-26,201,,," ? ??????"
5119,1120781,49,14,14,2012-07-27,2012-07-27,,,," ? ??????"
5120,1120801,49,14,14,2012-07-02,0000-00-00,,,," ? ??????"
5121,1120821,45,14,14,2012-06-06,0000-00-00,,,," ? ??????"
5122,1120831,45,14,14,2012-07-24,2012-07-24,226,,". ????.??? ???????? 24.07.2012"," ? ??????"
5123,2110011,21,6,6,2014-11-28,2014-11-28,,,"28.11.14 ?? ??????? ??????? ?. ?. ????????? ?. ?. ?????????? ? ?????????? ??????? ?? ????? ??????????? ????? ??? - ?????????? ? ???????????? ????????."," ? ??????"
5124,2110071,10,14,14,2012-07-24,2012-01-16,,,," ? ??????"
5125,2110151,78,14,14,2012-06-07,2012-02-22,,,," ? ??????"
5126,2110241,78,14,14,2012-06-07,2012-02-28,,,," ? ??????"
5127,2110291,44,20,20,2012-08-30,2012-08-30,,,," ? ??????"
5128,2110351,9,20,20,2012-09-12,2012-09-12,334,,," ? ??????"
5129,2110358,9,16,16,2012-06-08,0000-00-00,164,,," ? ??????"
5130,2110381,10,14,14,2012-07-24,2011-12-28,,,," ? ??????"
5131,2110451,11,14,14,2012-07-20,2011-12-14,,,," ? ??????"
5132,2110471,44,20,20,2012-10-11,2012-10-11,,,," ? ??????"
5133,2110501,44,20,20,2013-08-02,2013-08-02,,,," ? ??????"
5134,2120011,10,14,14,2012-07-24,2012-03-26,,,," ? ??????"
5135,2120012,10,14,14,2012-07-24,2012-03-26,,,," ? ??????"
5136,2120013,10,14,14,2012-07-24,2012-03-26,,,," ? ??????"
5137,2120015,10,14,14,2012-07-24,2012-03-26,,,," ? ??????"
5138,2120017,10,14,14,2012-07-24,2012-03-26,,,," ? ??????"
5139,2120018,10,14,14,2012-07-24,2012-03-26,,,," ? ??????"
5140,2120019,10,14,14,2012-07-24,2012-03-26,,,," ? ??????"
5141,2120161,10,14,14,2012-07-24,2012-05-04,,,," ? ??????"
5142,2120162,10,14,14,2012-07-24,2012-05-04,,,," ? ??????"
5143,2120191,49,14,14,2012-07-31,2012-07-31,,,," ? ??????"
5144,2120192,10,14,14,2012-07-24,2012-04-18,,,," ? ??????"
5145,2120193,10,14,14,2012-07-24,2012-04-18,,,," ? ??????"
5146,2120194,10,14,14,2012-07-24,2012-04-18,,,," ? ??????"
5147,2120201,10,14,14,2012-07-24,2012-04-13,,,," ? ??????"
5148,2120261,56,14,14,2012-07-02,0000-00-00,,,," ? ??????"
5149,2120262,68,20,20,2012-10-29,2012-10-26,32782101,,," ? ??????"
5150,2120263,68,20,20,2012-10-29,2012-10-26,32682201,,," ? ??????"
5151,2120271,21,20,20,2013-02-04,2013-02-04,,,"????? ???????"," ? ??????"
5152,2120301,49,13,13,2012-06-29,0000-00-00,,,," ? ??????"
5153,2120311,67,14,14,2012-06-15,2012-06-01,,,," ? ??????"
5154,2120341,4,14,14,2012-07-24,2012-07-23,7975,,," ? ??????"
5155,2120342,9,14,14,2012-07-26,2012-07-26,196,,," ? ??????"
5156,2120361,11,13,13,2012-06-21,2012-06-20,,,," ? ??????"
5157,2120371,67,14,14,2012-07-11,2012-07-11,165,,," ? ??????"
5158,2120402,68,20,20,2012-09-13,2012-09-12,32481701,,," ? ??????"
5159,2120403,68,20,20,2012-09-13,2012-09-12,32481601,,," ? ??????"
5160,2120404,68,20,20,2012-09-13,2012-09-12,32481801,,," ? ??????"
5161,2120411,69,14,14,2012-07-12,0000-00-00,170,,," ? ??????"
5162,2120412,68,20,20,2012-09-13,2012-09-12,32482201,,," ? ??????"
5163,2120413,68,20,20,2012-09-13,2012-09-12,32481901,,," ? ??????"
5164,2120414,68,20,20,2012-09-13,2012-09-12,32482001,,," ? ??????"
5165,2120421,45,14,14,2012-06-19,2012-06-19,,,," ? ??????"
5166,2120431,45,20,20,2012-08-30,2012-08-30,,,," ? ??????"
5167,2120441,69,14,14,2012-06-14,0000-00-00,116,,," ? ??????"
5168,2120442,69,14,14,2012-06-14,0000-00-00,117,,," ? ??????"
5169,2120461,2,14,14,2012-06-07,2012-06-06,111,,," ? ??????"
5170,2120471,21,6,6,2012-07-20,2012-07-20,,,"20.07.12 ??????? ?????????? ????? ????????? ?????? ??"," ? ??????"
5171,2120501,44,13,13,2012-06-26,0000-00-00,,,," ? ??????"
5172,2120511,45,14,14,2012-07-02,0000-00-00,,,," ? ??????"
5173,2120521,45,14,14,2012-07-03,0000-00-00,,,," ? ??????"
5174,2120531,45,14,14,2012-07-03,0000-00-00,,,," ? ??????"
5175,2120541,45,14,14,2012-07-03,2012-07-03,,,," ? ??????"
5176,2120551,45,14,14,2012-07-04,0000-00-00,,,," ? ??????"
5177,2120561,45,14,14,2012-07-05,0000-00-00,,,," ? ??????"
5178,2120571,45,14,14,2012-07-09,0000-00-00,,,," ? ??????"
5179,2120581,45,14,14,2012-07-09,0000-00-00,,,," ? ??????"
5180,2120591,45,14,14,2012-07-11,0000-00-00,,,," ? ??????"
5181,2120592,44,14,14,2012-07-11,0000-00-00,,,," ? ??????"
5182,2120593,9,14,14,2012-10-04,2012-10-04,394,,," ? ??????"
5183,2120594,9,14,14,2012-10-04,2012-10-04,393,,," ? ??????"
5184,2120595,9,14,14,2012-10-04,2012-10-04,392,,," ? ??????"
5185,2120596,9,14,14,2012-10-04,2012-10-04,391,,," ? ??????"
5186,2120597,9,14,14,2012-10-04,2012-10-04,390,,," ? ??????"
5187,2120598,9,14,14,2012-10-04,2012-10-04,389,,," ? ??????"
5188,2120599,9,14,14,2012-10-04,2012-10-04,388,,," ? ??????"
5189,2120601,45,14,14,2012-07-12,0000-00-00,,,," ? ??????"
5190,2120611,45,14,14,2012-07-12,0000-00-00,,,," ? ??????"
5191,2120621,45,14,14,2012-08-24,2012-08-24,,,," ? ??????"
5192,2120631,19,20,20,2012-08-24,2012-12-14,2012-2464,,"?? ???.??????????? ????"," ? ??????"
5193,2120632,19,20,20,2012-12-17,2012-12-13,2012-2447,,"??????????? ???? ????????? ??????? ???????????? (???????? ?.?."," ? ??????"
5194,2120641,45,20,20,2012-08-30,2012-08-30,,,," ? ??????"
5195,2120651,45,20,20,2012-08-31,2012-08-31,,,," ? ??????"
5196,2120661,45,20,20,2012-09-03,2012-09-03,307,,". ????.??? ???????? 03.09.2012"," ? ??????"
5197,2120671,45,20,20,2012-09-06,2012-09-07,322,,". ????.??? ???????? 06.09.2012"," ? ??????"
5198,2120672,68,20,20,2012-11-06,2012-11-06,32803901,,," ? ??????"
5199,2120681,45,20,20,2012-09-07,2012-09-07,322,,". ????.??? ???????? 07.09.2012"," ? ??????"
5200,2120682,8,6,6,2012-10-22,2012-10-22,,,," ? ??????"
5201,2120691,5,20,20,2013-05-24,2012-09-24,,,," ? ??????"
5202,2120711,45,14,14,2012-10-05,2012-10-05,,,," ? ??????"
5203,2120721,45,14,14,2012-11-02,2012-11-02,,,," ? ??????"
5204,2120731,45,20,20,2012-11-14,2012-11-14,,,," ? ??????"
5205,2120732,68,20,20,2012-11-30,2012-11-29,32892101,,," ? ??????"
5206,2120741,45,20,20,2012-11-16,2012-11-16,428,,". ????.??? ???????? 16.11.2012"," ? ??????"
5207,2120742,19,20,20,2012-12-03,2012-11-30,2012-2079,,," ? ??????"
5208,2120743,19,20,20,2012-12-03,2012-11-30,2012-2079,,," ? ??????"
5209,2120744,19,20,20,2012-12-03,2012-11-30,2012-2079,,," ? ??????"
5210,2120745,19,20,20,2012-12-03,2012-11-30,2012-2079,,," ? ??????"
5211,2120746,19,20,20,2012-12-03,2012-11-30,2012-2079,,," ? ??????"
5212,2120747,19,20,20,2012-12-03,2012-11-30,2012-2079,,," ? ??????"
5213,2120748,19,20,20,2012-12-03,2012-11-30,2012-2079,,," ? ??????"
5214,2120749,19,20,20,2012-12-03,2012-11-30,2012-2079,,," ? ??????"
5215,2120751,45,20,20,2012-12-04,2012-12-04,,,," ? ??????"
5216,2120752,8,6,6,2013-02-19,2013-02-19,,,," ? ??????"
5217,2120753,8,6,6,2013-02-19,2013-02-19,,,," ? ??????"
5218,2120754,4,14,14,2013-02-20,2013-01-31,60296,,," ? ??????"
5219,2120761,45,20,20,2012-12-11,2012-12-11,,,," ? ??????"
5220,2120771,45,20,20,2012-12-12,2012-12-12,,,," ? ??????"
5221,2120772,83,16,16,2012-12-13,2012-12-12,,,," ? ??????"
5222,2120781,83,16,16,2012-12-13,2012-12-13,,,," ? ??????"
5223,2120791,45,14,14,2012-12-28,2012-12-28,,,," ? ??????"
5224,2120801,83,16,16,2013-01-16,2012-11-29,,,," ? ??????"
5225,2130011,45,20,20,2013-01-14,2013-01-18,5,,". ????.??? ???????? 14.01.2013"," ? ??????"
5226,2130021,21,6,6,2013-01-21,2013-01-21,,,"21.01.13 ? 12.12 ??? ???????????? ? ???????? ??????? ????????? ?????????? ??? ???????? ????? ??????? ??. (???. ???????) 20.02.13 ????? ????????? ???????? ????????? ?? ?????? ? ??????????? 65/35% ?????????? 4 ???. ???? ?????????? ? ????????  ????????? ????? ??? ???????."," ? ??????"
5227,2130022,86,20,20,2013-05-16,2013-05-15,,,," ? ??????"
5228,2130031,45,20,20,2013-01-21,2013-01-21,,,," ? ??????"
5229,2130041,45,20,20,2013-01-22,2013-01-22,,,," ? ??????"
5230,2130051,83,4,4,2013-01-31,2013-01-28,,,," ? ??????"
5231,2130061,45,14,14,2013-01-29,2013-01-29,,,," ? ??????"
5232,2130071,45,20,20,2013-02-04,2013-02-04,,,," ? ??????"
5233,2130072,4,14,14,2013-03-11,2013-02-06,13_56670,,," ? ??????"
5234,2130081,45,20,20,2013-02-07,2013-02-07,,,," ? ??????"
5235,2130082,78,14,14,2013-03-04,2013-03-04,,,," ? ??????"
5236,2130083,8,6,6,2013-03-01,2013-03-01,,,," ? ??????"
5237,2130091,45,20,20,2013-02-11,2013-02-11,17,,". ????.??? ???????? 11.02.2013"," ? ??????"
5238,2130101,45,20,20,2013-02-13,2013-02-13,,,," ? ??????"
5239,2130102,21,6,6,2013-03-27,2013-03-27,,,"27.03.2013 ????????? ??????? ???? ????? ?. ??. ??? ??????? ???. ???. ??? &quot;???????&quot; 02.04.2013 ????????? ?????????? ??????????? ????."," ? ??????"
5240,2130103,21,6,6,2013-03-27,2013-03-27,,,"27.03.2013 ????????? ??????? ???? ????? ?. ??. ??? ??????? ???. ???. ??? &quot;???????&quot; 02.04.2013 ????????? ?????????? ??????????? ????."," ? ??????"
5241,2130111,45,20,20,2013-02-14,2013-02-14,,,," ? ??????"
5242,2130121,45,14,14,2013-02-21,2013-02-21,,,," ? ??????"
5243,2130131,45,14,14,2013-02-21,2013-02-21,32,,". ????.??? ???????? 21.02.2013"," ? ??????"
5244,2130141,45,14,14,2013-03-11,2013-03-11,,,," ? ??????"
5245,2130151,45,14,14,2013-03-25,2013-03-25,48,,". ????.??? ???????? 25.03.2013"," ? ??????"
5246,2130161,45,20,20,2013-03-25,2013-03-25,,,," ? ??????"
5247,2130171,45,20,20,2013-03-26,2013-03-26,,,," ? ??????"
5248,2130181,45,20,20,2013-04-11,2013-04-11,,,," ? ??????"
5249,2130191,44,14,14,2013-04-16,2013-04-16,,,," ? ??????"
5250,2130192,4,20,20,2013-05-07,2013-05-06,40_27862,,," ? ??????"
5251,2130193,21,6,6,2013-04-24,2013-04-24,,,"?? ???? ?? ?? ????????? ?. ?. 24.04.13 ???????? ??????? ????????? ?? ?? ? ??"," ? ??????"
5252,2130194,4,20,20,2013-05-07,2013-05-06,40_27862,,," ? ??????"
5253,2130195,4,20,20,2013-05-07,2013-05-06,40_27862,,," ? ??????"
5254,2130196,4,20,20,2013-05-07,2013-05-06,40_27862,,," ? ??????"
5255,2130197,4,20,20,2013-05-07,2013-05-06,40_27862,,," ? ??????"
5256,2130198,4,20,20,2013-05-07,2013-05-06,40_27862,,," ? ??????"
5257,2130199,4,20,20,2013-05-07,2013-05-06,40_27862,,," ? ??????"
5258,2130201,45,20,20,2013-04-16,2013-04-16,,,," ? ??????"
5259,2130211,45,20,20,2013-04-16,2013-04-16,,,," ? ??????"
5260,2130221,84,20,20,2013-04-17,2013-04-16,,,"??????????? ? ?????????"," ? ??????"
5261,2130231,45,20,20,2013-04-17,2013-04-17,,,," ? ??????"
5262,2130232,20,20,20,2013-06-11,2013-06-11,,,," ? ??????"
5263,2130241,45,20,20,2013-04-18,2013-04-18,,,," ? ??????"
5264,2130251,45,14,14,2013-04-19,2013-04-19,60,,". ????.??? ???????? 19.04.2013"," ? ??????"
5265,2130261,45,21,21,2013-04-23,2013-04-23,,,," ? ??????"
5266,2130281,45,21,21,2013-04-26,2013-04-26,60,,". ????.??? ???????? 26.04.2013"," ? ??????"
5267,2130282,9,20,20,2013-06-03,2013-06-03,141,,," ? ??????"
5268,2130291,45,20,20,2013-05-07,2013-05-07,,,," ? ??????"
5269,2130301,5,20,20,2013-05-24,2013-05-13,,,," ? ??????"
5270,2130311,5,20,20,2013-05-24,2013-05-17,,,," ? ??????"
5271,2130321,45,20,20,2013-05-21,2013-05-21,,,," ? ??????"
5272,2130331,21,6,6,2013-06-10,2013-06-10,,,"??????? ?????? ??????? ? ?????????????? ???. ?? ?? ???? ??? &quot;????&quot;. ????? ?? ? ?????? ???? ???????? ?????? 14.06.13, ? ????????? 19.06.13"," ? ??????"
5273,2130332,21,6,6,2013-06-10,2013-06-10,,,"??????? ?????? ??????? ? ?????????????? ???. ?? ?? ???? ??? &quot;????&quot;. ????? ?? ? ?????? ???? ???????? ?????? 14.06.13, ? ????????? 19.06.13"," ? ??????"
5274,2130333,44,14,14,2013-06-05,2013-06-05,,,," ? ??????"
5275,2130334,69,20,20,2013-06-26,2013-06-24,223,,," ? ??????"
5276,2130335,69,20,20,2013-06-26,2013-06-24,223,,," ? ??????"
5277,2130336,69,20,20,2013-06-26,2013-06-24,223,,," ? ??????"
5278,2130337,69,20,20,2013-06-26,2013-06-24,223,,," ? ??????"
5279,2130338,69,20,20,2013-06-26,2013-06-24,223,,," ? ??????"
5280,2130339,69,20,20,2013-06-26,2013-06-24,223,,," ? ??????"
5281,2130341,44,20,20,2013-06-21,2013-06-21,,,," ? ??????"
5282,2130342,44,20,20,2013-06-21,2013-06-21,,,," ? ??????"
5283,2130343,44,20,20,2013-06-21,2013-06-21,,,," ? ??????"
5284,2130344,44,20,20,2013-06-21,2013-06-21,,,," ? ??????"
5285,2130345,44,20,20,2013-06-21,2013-06-21,,,," ? ??????"
5286,2130346,44,20,20,2013-06-21,2013-06-21,,,," ? ??????"
5287,2130347,44,20,20,2013-06-21,2013-06-21,,,," ? ??????"
5288,2130348,44,20,20,2013-06-21,2013-06-21,,,," ? ??????"
5289,2130349,44,20,20,2013-06-21,2013-06-21,,,," ? ??????"
5290,2130361,45,20,20,2013-06-26,2013-06-26,,,," ? ??????"
5291,2130371,45,20,20,2013-07-02,2013-07-02,,,," ? ??????"
5292,2130391,45,21,21,2013-08-16,2013-08-16,,,," ? ??????"
5293,2130401,45,20,20,2013-08-21,2014-05-14,313,,". ????.??? ???????? 21.08.2013"," ? ??????"
5294,2130411,21,20,20,2013-08-30,2013-08-30,,,"29.08.13 ????????  ??????????? ??? ???????????? ??????"," ? ??????"
5295,2130421,45,20,20,2013-09-10,2013-09-10,,,," ? ??????"
5296,2130431,45,20,20,2013-10-09,2013-10-09,,,," ? ??????"
5297,2130441,45,20,20,2013-10-10,2013-10-10,,,," ? ??????"
5298,2130451,45,20,20,2013-10-11,2013-10-11,,,," ? ??????"
5299,2130461,44,20,20,2013-10-24,2013-10-24,,,," ? ??????"
5300,2130471,45,20,20,2013-11-06,2013-11-06,,,," ? ??????"
5301,2130481,5,20,20,2013-11-11,2013-11-09,,,," ? ??????"
5302,2130491,5,20,20,2013-11-11,2013-11-09,,,," ? ??????"
5303,2130501,45,20,20,2013-11-08,2013-11-08,,,," ? ??????"
5304,2130511,45,20,20,2013-11-08,2013-11-08,,,," ? ??????"
5305,2130521,45,20,20,2013-11-27,2013-11-27,,,," ? ??????"
5306,2130531,45,14,14,2013-12-04,2013-12-04,,,," ? ??????"
5307,2130532,21,14,14,2014-06-06,2014-06-06,,,"??? ???? ??????? ??????"," ? ??????"
5308,2130533,21,3,3,2014-02-11,2014-01-10,,,"?????????? ???????? ????????? 10.01.2014"," ? ??????"
5309,2130534,21,3,3,2014-02-11,2014-01-10,,,"?????????? ???????? ????????? 10.01.2014"," ? ??????"
5310,2130535,21,3,3,2014-02-11,2014-01-10,,,"?????????? ???????? ????????? 10.01.2014"," ? ??????"
5311,2130536,21,3,3,2014-02-11,2014-01-10,,,"?????????? ???????? ????????? 10.01.2014"," ? ??????"
5312,2130537,21,3,3,2014-02-11,2014-01-10,,,"?????????? ???????? ????????? 10.01.2014"," ? ??????"
5313,2130538,21,3,3,2014-02-11,2014-01-10,,,"?????????? ???????? ????????? 10.01.2014"," ? ??????"
5314,2130539,21,3,3,2014-02-11,2014-01-10,,,"?????????? ???????? ????????? 10.01.2014"," ? ??????"
5315,2130541,45,14,14,2013-12-04,2013-12-04,,,," ? ??????"
5316,2130551,45,20,20,2013-12-20,2013-12-20,,,," ? ??????"
5317,2130561,45,20,20,2013-12-25,2013-12-25,,,," ? ??????"
5318,2130571,4,20,20,2014-04-22,2014-04-21,12_20037,,," ? ??????"
5319,2130572,4,20,20,2014-04-22,2014-04-21,12_20036,,," ? ??????"
5320,2130573,4,20,20,2014-04-22,2014-04-21,12_20035,,," ? ??????"
5321,2130574,21,3,3,2014-02-25,2014-02-25,,,"????????? 25.02.2014"," ? ??????"
5322,2130575,21,3,3,2014-02-25,2014-02-25,,,"????????? 26.02.2014"," ? ??????"
5323,2130576,4,20,20,2014-04-22,2014-04-21,12_20029,,," ? ??????"
5324,2130577,21,3,3,2014-02-25,2014-02-25,,,"????????? 26.02.2014"," ? ??????"
5325,2130578,21,3,3,2014-02-25,2014-02-25,,,"????????? 26.02.2014"," ? ??????"
5326,2130579,21,3,3,2014-02-26,2014-02-26,,,"????????? 26.02.2014"," ? ??????"
5327,2130581,45,20,20,2013-12-27,2013-12-27,,,," ? ??????"
5328,2140011,57,20,20,2014-01-14,2014-01-14,,,," ? ??????"
5329,2140021,45,20,20,2014-01-20,2014-01-21,15,,". ????.??? ???????? 20.01.2014"," ? ??????"
5330,2140031,45,20,20,2014-01-21,2014-01-21,,,," ? ??????"
